Geneid,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1,LNCAP_Hypoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S1
ENSG00000295629,0,5,0,0,4,0,0,0
ENSG00000295630,0,0,0,0,0,0,0,0
ENSG00000295631,0,0,0,0,0,0,0,0
ENSG00000295632,0,0,0,0,0,0,0,0
ENSG00000295633,0,0,0,0,0,0,0,0
ENSG00000295634,0,0,0,0,0,0,0,0
ENSG00000295635,0,0,0,0,0,0,0,0
ENSG00000295636,0,0,12,14,0,0,10,8
ENSG00000295637,0,0,0,0,0,0,0,0
ENSG00000295638,0,2,0,2,0,0,0,0
ENSG00000295639,0,1,1,0,1,1,0,0
ENSG00000295640,0,0,0,0,0,0,0,0
ENSG00000295641,0,0,0,11,0,1,1,17
ENSG00000295642,0,0,0,0,2,0,0,0
ENSG00000295643,2,5,7,4,4,0,8,2
ENSG00000295644,0,0,0,0,0,0,0,0
ENSG00000295645,6,0,0,3,0,10,0,0
ENSG00000295646,1,7,0,1,2,2,0,1
ENSG00000295647,0,0,0,1,0,0,0,0
ENSG00000295648,0,0,0,0,0,0,0,0
ENSG00000295649,0,0,0,0,0,0,0,0
ENSG00000295650,0,0,0,0,0,0,0,0
ENSG00000295651,0,0,0,0,0,0,0,0
ENSG00000295652,0,0,4,3,0,0,1,4
ENSG00000295653,0,0,0,0,0,0,1,0
ENSG00000295654,0,0,24,10,0,0,14,9
ENSG00000295655,1,0,0,0,0,0,0,0
ENSG00000295656,0,0,0,0,0,0,0,0
ENSG00000295657,0,0,0,0,0,0,0,0
ENSG00000295658,0,0,0,0,0,0,0,0
ENSG00000295659,1,5,0,0,1,3,0,0
ENSG00000295660,1,1,0,0,1,0,0,0
ENSG00000295661,0,1,0,0,0,1,0,0
ENSG00000295662,1,0,0,0,2,0,0,0
ENSG00000295663,0,0,0,0,0,0,0,0
ENSG00000295664,1,0,0,0,0,0,0,0
ENSG00000295665,1,1,0,0,0,2,0,0
ENSG00000295666,0,0,0,0,0,0,0,0
ENSG00000295667,5,20,26,11,4,6,23,13
ENSG00000295668,0,0,0,0,0,0,0,0
ENSG00000295669,0,1,0,0,0,0,0,0
ENSG00000295670,1,0,0,6,0,0,0,6
ENSG00000295671,0,4,132,148,0,0,175,134
ENSG00000295672,0,0,0,0,0,0,0,0
ENSG00000295673,0,0,0,0,0,0,0,0
ENSG00000295674,0,0,0,0,0,2,0,0
ENSG00000295675,0,0,0,2,0,0,0,0
ENSG00000295676,0,0,0,1,0,0,0,0
ENSG00000295677,0,0,0,0,0,0,0,0
ENSG00000295678,0,7,0,1,0,3,0,0
ENSG00000295679,0,0,0,0,0,0,0,0
ENSG00000295680,0,0,0,0,0,0,0,0
ENSG00000295681,0,0,0,0,1,0,1,0
ENSG00000295682,1,0,0,0,0,0,0,0
ENSG00000295683,0,0,0,0,0,0,0,0
ENSG00000295684,0,0,0,0,0,0,0,0
ENSG00000295685,7,15,31,12,3,25,37,25
ENSG00000295686,4,10,2,13,3,3,6,3
ENSG00000295687,1,0,4,12,0,0,5,5
ENSG00000295688,0,0,0,0,0,0,0,0
ENSG00000295689,0,0,0,0,1,0,0,0
ENSG00000295690,0,0,0,0,0,0,0,0
ENSG00000295691,0,0,0,0,0,0,1,0
ENSG00000295692,1,2,0,1,3,8,0,0
ENSG00000295693,2,0,0,1,0,4,0,0
ENSG00000295694,0,0,0,0,0,0,0,0
ENSG00000295695,0,0,1,0,0,0,0,0
ENSG00000295696,0,0,0,0,0,0,0,0
ENSG00000295697,0,0,1,0,0,0,0,0
ENSG00000295698,0,0,11,0,0,0,5,0
ENSG00000295699,0,1,0,0,2,0,1,0
ENSG00000295700,0,0,0,0,0,0,0,0
ENSG00000295701,0,0,1,0,0,0,0,0
ENSG00000295702,5,12,3,17,7,8,13,12
ENSG00000295703,15,13,1,9,8,55,0,10
ENSG00000295704,0,0,0,0,0,0,0,0
ENSG00000295705,0,0,0,0,0,0,0,0
ENSG00000295706,0,0,0,0,0,0,0,0
ENSG00000295707,0,0,2,0,0,0,1,0
ENSG00000295708,2,1,13,18,2,3,18,0
ENSG00000295709,0,0,0,0,0,0,0,0
ENSG00000295710,0,0,0,0,0,0,1,0
ENSG00000295711,0,1,0,0,0,1,0,0
ENSG00000295712,3,4,0,2,3,3,0,0
ENSG00000295713,0,0,0,0,0,0,0,0
ENSG00000295714,0,1,5,7,0,0,2,0
ENSG00000295715,1,3,10,5,2,1,7,1
ENSG00000295716,0,0,0,0,0,0,0,0
ENSG00000295717,0,1,0,0,0,0,1,0
ENSG00000295718,0,0,0,0,0,0,0,0
ENSG00000295719,1,1,0,0,0,2,0,0
ENSG00000295720,0,0,9,5,0,0,9,1
ENSG00000295721,0,0,0,0,0,0,0,0
ENSG00000295722,0,0,0,1,0,0,1,0
ENSG00000295723,0,0,0,0,0,0,0,0
ENSG00000295724,1,0,0,1,0,6,0,0
ENSG00000295725,0,0,0,0,0,1,0,0
ENSG00000295726,1,1,18,8,0,1,7,5
ENSG00000295727,0,0,8,6,0,0,26,0
ENSG00000295728,0,4,40,41,1,10,53,19
ENSG00000295729,0,0,0,0,0,0,0,0
ENSG00000295730,0,0,0,0,0,0,0,0
ENSG00000295731,0,0,0,0,0,0,0,0
ENSG00000295732,1,1,0,2,0,1,0,2
ENSG00000295733,0,0,1,5,0,0,6,0
ENSG00000295734,1,9,0,0,0,1,0,0
ENSG00000295735,0,0,0,0,0,0,0,0
ENSG00000295736,0,1,0,0,0,0,0,0
ENSG00000295737,0,0,0,0,0,0,0,0
ENSG00000295738,0,0,0,0,0,0,0,0
ENSG00000295739,0,0,0,0,0,0,1,0
ENSG00000295740,0,0,0,0,0,0,0,0
ENSG00000295741,2,2,10,13,2,1,7,10
ENSG00000295742,0,0,0,0,0,0,0,0
ENSG00000295743,0,0,0,0,0,0,0,0
ENSG00000295744,0,0,0,0,0,0,0,0
ENSG00000295745,0,2,16,15,0,1,17,3
ENSG00000295746,1,2,31,30,0,1,32,33
ENSG00000295747,0,0,3,2,0,0,0,6
ENSG00000295748,0,0,0,0,0,0,0,0
ENSG00000295749,0,0,0,0,1,0,0,0
ENSG00000295750,1,5,17,17,0,4,30,4
ENSG00000295751,0,1,0,1,4,0,0,0
ENSG00000295752,0,0,0,0,0,0,0,0
ENSG00000295753,0,0,3,0,0,0,1,2
ENSG00000295754,0,0,0,0,0,0,0,0
ENSG00000295755,0,0,0,0,0,0,0,0
ENSG00000295756,0,1,0,0,0,2,0,0
ENSG00000295757,0,0,0,0,0,0,0,0
ENSG00000295758,0,0,0,0,0,0,0,7
ENSG00000295759,0,4,0,4,0,3,2,0
ENSG00000295760,0,0,0,0,0,0,0,0
ENSG00000295761,0,0,0,0,0,0,0,0
ENSG00000295762,0,0,0,0,0,0,0,0
ENSG00000295763,0,0,0,0,0,0,0,0
ENSG00000295764,0,4,0,0,3,1,1,0
ENSG00000295765,0,0,0,0,0,0,1,0
ENSG00000295766,0,0,0,0,0,0,0,0
ENSG00000295767,0,1,0,0,0,0,0,0
ENSG00000295768,0,0,0,0,0,1,0,0
ENSG00000295769,0,0,6,1,0,0,3,1
ENSG00000295770,0,0,0,0,0,0,0,0
ENSG00000295771,0,0,0,0,0,0,0,0
ENSG00000295772,2,2,2,3,1,12,4,0
ENSG00000295773,0,0,0,0,0,0,0,0
ENSG00000295774,0,0,0,0,0,0,0,0
ENSG00000295775,0,0,0,0,0,0,0,0
ENSG00000295776,0,0,0,0,0,0,0,0
ENSG00000295777,0,0,0,0,0,0,0,0
ENSG00000295778,1,1,7,21,1,6,13,9
ENSG00000295779,0,0,0,0,0,0,0,0
ENSG00000295780,0,0,0,0,0,0,0,0
ENSG00000295781,0,0,0,0,0,0,0,0
ENSG00000295782,2,18,0,0,4,2,0,0
ENSG00000295783,0,0,0,0,0,0,0,0
ENSG00000295784,0,0,0,0,0,0,0,0
ENSG00000295785,1,2,25,19,1,1,35,12
ENSG00000295786,2,4,4,6,1,1,3,10
ENSG00000295787,0,0,0,0,0,0,0,0
ENSG00000295788,0,0,0,0,0,0,0,0
ENSG00000295789,0,0,0,0,0,0,0,0
ENSG00000295790,0,0,10,17,0,2,19,3
ENSG00000295791,0,0,0,0,0,0,0,0
ENSG00000295792,0,0,0,0,0,0,0,0
ENSG00000295793,1,2,0,0,0,4,0,0
ENSG00000295794,0,0,0,0,0,0,0,0
ENSG00000295795,0,0,0,0,0,0,0,0
ENSG00000295796,0,1,0,0,0,0,0,0
ENSG00000295797,0,0,0,0,0,0,0,0
ENSG00000295798,0,0,0,0,0,0,0,0
ENSG00000295799,0,0,0,0,0,1,0,0
ENSG00000295800,0,0,0,0,0,0,0,0
ENSG00000295801,0,0,0,0,0,0,0,0
ENSG00000295802,0,0,0,0,0,0,0,0
ENSG00000295803,0,0,0,0,0,0,0,2
ENSG00000295804,0,0,0,2,0,1,1,0
ENSG00000295805,0,6,0,0,0,1,0,0
ENSG00000295806,0,0,0,0,0,0,0,0
ENSG00000295807,0,1,7,2,0,2,8,1
ENSG00000295808,0,0,0,0,0,0,0,0
ENSG00000295809,0,0,0,0,0,0,0,0
ENSG00000295810,0,0,0,0,0,0,0,0
ENSG00000295811,0,4,13,21,1,5,9,21
ENSG00000295812,0,0,0,0,0,0,0,0
ENSG00000295813,0,4,5,7,1,3,10,3
ENSG00000295814,1,0,0,0,1,0,0,0
ENSG00000295815,0,0,0,0,0,0,0,0
ENSG00000295816,1,1,0,0,0,0,0,0
ENSG00000295817,0,0,1,1,0,0,1,3
ENSG00000295818,0,1,9,2,1,0,8,4
ENSG00000295819,0,0,0,0,0,0,0,0
ENSG00000295820,0,3,5,4,1,1,19,4
ENSG00000295821,202,725,138,283,245,646,177,9
ENSG00000295822,0,0,0,0,0,0,0,0
ENSG00000295823,0,0,3,1,0,0,4,2
ENSG00000295824,0,0,0,0,0,0,0,0
ENSG00000295825,0,0,0,0,0,0,0,0
ENSG00000295826,0,0,0,0,0,0,0,0
ENSG00000295827,0,0,8,22,0,0,34,168
ENSG00000295828,0,0,9,1,0,0,14,1
ENSG00000295829,0,0,0,0,0,0,0,0
ENSG00000295830,0,2,0,0,0,1,0,0
ENSG00000295831,1,3,0,1,0,3,0,0
ENSG00000295832,0,2,0,0,1,0,0,0
ENSG00000295833,4,25,6,10,12,13,19,5
ENSG00000295834,0,0,0,0,0,0,0,0
ENSG00000295835,1,3,1,7,3,7,1,4
ENSG00000295836,0,0,2,1,0,1,0,2
ENSG00000295837,2,2,0,0,2,3,0,0
ENSG00000295838,0,0,0,0,0,0,0,0
ENSG00000295839,0,0,1,2,0,0,3,0
ENSG00000295840,0,0,0,0,0,0,0,0
ENSG00000295841,3,12,5,4,2,13,6,5
ENSG00000295842,0,0,19,19,0,0,15,23
ENSG00000295843,0,0,0,0,0,0,0,0
ENSG00000295844,2,3,1,0,1,0,0,0
ENSG00000295845,0,0,0,0,0,0,0,0
ENSG00000295846,0,0,1,0,0,0,2,0
ENSG00000295847,0,0,0,0,0,0,0,0
ENSG00000295848,0,0,0,0,0,0,0,1
ENSG00000295849,0,0,0,0,0,0,0,0
ENSG00000295850,0,0,0,0,0,0,0,0
ENSG00000295851,1,0,0,0,1,1,0,0
ENSG00000295852,0,0,0,0,0,0,0,1
ENSG00000295853,0,0,0,2,0,0,0,0
ENSG00000295854,0,0,0,0,0,0,0,0
ENSG00000295855,0,0,0,0,0,0,0,0
ENSG00000295856,0,0,0,0,1,1,0,0
ENSG00000295857,0,0,0,0,0,0,0,0
ENSG00000295858,0,1,0,0,1,1,1,0
ENSG00000295859,0,0,0,0,0,0,0,0
ENSG00000295860,0,0,0,0,0,0,0,0
ENSG00000295861,0,0,0,0,0,0,3,0
ENSG00000295862,0,0,8,7,0,0,10,3
ENSG00000295863,0,0,0,0,0,0,0,0
ENSG00000295864,3,3,0,2,2,2,0,0
ENSG00000295865,0,0,0,0,0,0,0,0
ENSG00000295866,0,0,0,0,0,0,0,0
ENSG00000295867,0,0,0,0,0,1,0,0
ENSG00000295868,0,0,0,0,0,0,0,0
ENSG00000295869,0,0,0,0,0,0,0,0
ENSG00000295870,0,0,0,0,0,0,0,0
ENSG00000295871,0,0,0,1,0,1,2,24
ENSG00000295872,0,0,0,0,0,0,0,0
ENSG00000295873,3,12,54,105,5,11,33,72
ENSG00000295874,0,0,0,0,0,0,0,0
ENSG00000295875,0,0,0,0,0,0,0,0
ENSG00000295876,0,1,0,0,1,1,0,0
ENSG00000295877,0,0,1,1,0,0,0,2
ENSG00000295878,0,0,1,1,0,0,0,1
ENSG00000295879,0,0,0,0,0,0,0,0
ENSG00000295880,0,0,0,0,0,0,0,0
ENSG00000295881,0,0,0,0,0,0,0,0
ENSG00000295882,0,0,0,0,0,0,0,0
ENSG00000295883,0,0,0,0,0,0,1,0
ENSG00000295884,0,0,0,0,0,0,0,0
ENSG00000295885,0,0,0,0,0,0,0,0
ENSG00000295886,0,1,0,0,0,0,0,0
ENSG00000295887,0,0,0,0,0,0,0,0
ENSG00000295888,7,2,1,3,1,2,1,0
ENSG00000295889,0,0,0,1,0,0,0,3
ENSG00000295890,0,0,0,0,0,0,0,0
ENSG00000295891,0,0,0,1,0,0,0,0
ENSG00000295892,0,2,0,0,0,0,0,0
ENSG00000295893,2,2,7,27,4,0,16,22
ENSG00000295894,0,0,0,1,0,0,0,1
ENSG00000295895,0,0,0,0,0,0,0,0
ENSG00000295896,0,1,21,33,1,0,20,39
ENSG00000295897,0,0,0,0,0,0,0,0
ENSG00000295898,0,1,0,1,0,0,3,2
ENSG00000295899,0,0,0,0,0,0,0,0
ENSG00000295900,0,0,0,1,0,0,0,4
ENSG00000295901,1,1,0,0,0,0,0,0
ENSG00000295902,0,0,0,0,0,0,0,0
ENSG00000295903,0,1,1,0,0,1,0,0
ENSG00000295904,0,0,4,2,0,0,10,3
ENSG00000295905,0,0,0,0,0,0,0,0
ENSG00000295906,0,0,2,6,0,0,3,6
ENSG00000295907,0,0,0,2,0,0,0,0
ENSG00000295908,0,0,0,0,0,0,0,0
ENSG00000295909,0,0,0,0,0,0,0,0
ENSG00000295910,0,0,0,0,0,0,0,0
ENSG00000295911,3,12,29,39,3,12,47,56
ENSG00000295912,0,0,0,0,0,0,0,0
ENSG00000295913,0,0,0,0,0,0,0,0
ENSG00000295914,3,2,4,6,1,8,2,8
ENSG00000295915,3,8,0,0,2,11,0,0
ENSG00000295916,0,2,0,0,0,1,0,0
ENSG00000295917,10,25,0,0,6,19,0,0
ENSG00000295918,0,0,0,0,0,0,0,0
ENSG00000295919,0,4,0,1,0,4,4,3
ENSG00000295920,0,0,0,1,0,0,0,0
ENSG00000295921,1,1,41,33,0,1,65,0
ENSG00000295922,0,0,0,0,0,0,0,0
ENSG00000295923,0,0,7,6,0,0,9,4
ENSG00000295924,0,0,0,0,0,0,0,0
ENSG00000295925,0,0,0,0,0,0,0,0
ENSG00000295926,0,0,0,0,0,2,0,0
ENSG00000295927,0,0,2,2,0,0,3,6
ENSG00000295928,1,4,0,0,0,3,0,0
ENSG00000295929,0,0,0,0,0,0,0,0
ENSG00000295930,0,4,0,2,1,6,0,0
ENSG00000295931,0,0,0,0,0,0,0,6
ENSG00000295932,0,0,0,0,0,0,0,0
ENSG00000295933,1,7,0,0,4,6,0,0
ENSG00000295934,1,5,20,5,1,0,8,21
ENSG00000295935,0,0,0,0,0,0,0,0
ENSG00000295936,0,1,0,0,1,0,0,0
ENSG00000295937,0,0,0,3,0,1,3,7
ENSG00000295938,0,0,0,0,0,0,0,0
ENSG00000295939,0,0,0,0,0,0,0,0
ENSG00000295940,3,5,0,0,4,2,0,0
ENSG00000295941,0,0,0,0,0,0,0,0
ENSG00000295942,0,0,0,0,0,0,0,0
ENSG00000295943,0,0,0,0,0,0,0,0
ENSG00000295944,0,0,0,0,0,0,0,0
ENSG00000295945,0,2,3,0,0,0,0,0
ENSG00000295946,0,1,0,0,0,1,1,0
ENSG00000295947,0,0,0,0,0,0,0,0
ENSG00000295948,2,20,16,14,9,6,18,1
ENSG00000295949,0,0,2,2,0,0,0,2
ENSG00000295950,0,0,0,0,0,0,0,0
ENSG00000295951,0,0,0,0,0,0,0,0
ENSG00000295952,0,0,0,0,0,0,0,0
ENSG00000295953,0,2,0,0,0,0,0,0
ENSG00000295954,0,0,0,0,0,0,0,0
ENSG00000295955,0,0,0,0,0,0,0,0
ENSG00000295956,0,0,0,0,0,0,0,0
ENSG00000295957,0,2,0,0,1,2,0,0
ENSG00000295958,0,0,0,0,0,0,0,0
ENSG00000295959,0,2,0,0,0,3,0,0
ENSG00000295960,0,0,1,0,0,0,0,0
ENSG00000295961,0,0,0,0,0,1,0,0
ENSG00000295962,0,3,0,0,0,3,2,3
ENSG00000295963,0,0,0,0,0,0,0,0
ENSG00000295964,0,0,0,0,1,0,0,0
ENSG00000295965,0,0,0,0,0,0,0,0
ENSG00000295966,0,0,0,0,0,1,0,0
ENSG00000295967,0,0,2,4,1,2,6,3
ENSG00000295968,0,0,0,0,0,0,0,0
ENSG00000295969,2,0,15,13,0,2,22,0
ENSG00000295970,0,3,2,26,3,3,1,12
ENSG00000295971,0,0,0,0,0,0,0,0
ENSG00000295972,0,0,0,0,0,0,0,0
ENSG00000295973,1,2,7,0,0,0,12,1
ENSG00000295974,0,2,0,0,0,1,0,0
ENSG00000295975,0,4,23,9,2,1,21,9
ENSG00000295976,0,0,0,0,0,1,1,0
ENSG00000295977,0,0,0,0,0,0,0,0
ENSG00000295978,0,0,0,0,0,0,0,0
ENSG00000295979,0,0,0,0,0,0,0,0
ENSG00000295980,2,3,8,9,0,1,12,10
ENSG00000295981,1,2,11,17,1,2,18,13
ENSG00000295982,24,80,0,0,38,91,0,0
ENSG00000295983,0,0,3,1,0,0,1,0
ENSG00000295984,1,3,0,0,0,0,0,0
ENSG00000295985,0,0,0,0,0,0,0,0
ENSG00000295986,0,0,0,0,0,0,0,0
ENSG00000295987,0,2,0,0,0,0,1,0
ENSG00000295988,0,0,1,0,0,0,0,0
ENSG00000295989,0,0,0,0,0,0,0,0
ENSG00000295990,8,11,0,0,2,6,0,0
ENSG00000295991,0,0,0,0,0,0,0,0
ENSG00000295992,0,0,0,0,0,0,0,0
ENSG00000295993,1,4,2,1,1,4,5,1
ENSG00000295994,4,4,0,1,0,11,1,0
ENSG00000295995,0,0,0,1,0,0,0,0
ENSG00000295996,0,0,0,0,0,0,0,0
ENSG00000295997,0,0,0,0,0,0,0,0
ENSG00000295998,2,14,0,0,5,5,0,0
ENSG00000295999,0,0,0,1,0,1,0,0
ENSG00000296000,0,0,2,0,0,1,4,10
ENSG00000296001,0,0,0,0,0,0,0,0
ENSG00000296002,1,5,1,0,1,4,3,1
ENSG00000296003,0,0,0,0,0,0,0,0
ENSG00000296004,0,0,0,1,0,0,0,0
ENSG00000296005,0,0,0,0,0,0,0,0
ENSG00000296006,0,0,0,0,0,0,0,0
ENSG00000296007,0,0,13,26,0,0,21,18
ENSG00000296008,0,0,0,0,0,0,0,0
ENSG00000296009,0,0,0,0,0,0,1,0
ENSG00000296010,0,0,0,0,0,0,0,0
ENSG00000296011,0,0,0,0,0,0,0,42
ENSG00000296012,0,4,0,0,1,3,0,0
ENSG00000296013,2,1,0,0,0,3,0,0
ENSG00000296014,0,0,0,1,0,0,0,0
ENSG00000296015,0,0,0,0,0,0,0,0
ENSG00000296016,0,0,0,0,0,0,0,0
ENSG00000296017,0,0,0,0,0,0,0,0
ENSG00000296018,0,0,0,1,0,0,0,0
ENSG00000296019,0,0,0,0,0,0,0,0
ENSG00000296020,0,0,0,0,0,0,0,0
ENSG00000296021,0,0,0,0,0,0,0,0
ENSG00000296022,0,0,0,0,0,0,0,0
ENSG00000296023,0,0,0,0,0,0,0,0
ENSG00000296024,5,24,44,16,8,20,33,12
ENSG00000296025,0,0,0,0,0,0,0,1
ENSG00000296026,0,0,0,0,0,0,0,0
ENSG00000296027,0,0,0,0,0,0,0,0
ENSG00000296028,0,0,0,0,0,0,0,0
ENSG00000296029,0,0,0,0,0,0,0,0
ENSG00000296030,0,0,0,0,0,0,0,0
ENSG00000296031,0,0,0,0,0,0,0,0
ENSG00000296032,0,0,0,0,0,0,1,0
ENSG00000296033,0,0,0,0,0,0,0,0
ENSG00000296034,0,0,0,0,0,0,0,0
ENSG00000296035,0,0,0,3,0,0,0,1
ENSG00000296036,0,0,0,0,0,0,1,0
ENSG00000296037,0,0,0,0,0,0,4,0
ENSG00000296038,0,0,0,0,0,0,1,0
ENSG00000296039,0,0,0,4,0,0,4,6
ENSG00000296040,0,2,0,0,0,0,0,0
ENSG00000296041,0,0,0,0,0,0,0,0
ENSG00000296042,0,0,0,0,0,0,0,0
ENSG00000296043,0,0,0,0,0,0,0,0
ENSG00000296044,0,0,0,0,0,0,0,0
ENSG00000296045,0,0,0,0,0,0,0,0
ENSG00000296046,4,5,2,7,3,4,7,0
ENSG00000296047,0,0,0,0,0,0,0,0
ENSG00000296048,0,0,7,12,0,0,9,0
ENSG00000296049,0,0,0,0,0,0,0,0
ENSG00000296050,1,0,0,0,0,0,0,0
ENSG00000296051,0,0,0,0,0,0,0,0
ENSG00000296052,0,0,0,0,0,0,0,0
ENSG00000296053,0,0,0,0,0,0,0,0
ENSG00000296054,0,0,0,0,0,0,0,0
ENSG00000296055,0,0,0,0,0,0,0,0
ENSG00000296056,0,2,0,0,1,1,1,0
ENSG00000296057,0,0,0,0,0,0,0,0
ENSG00000296058,0,0,1,3,0,0,0,0
ENSG00000296059,0,0,0,0,0,0,0,0
ENSG00000296060,0,9,1,1,1,2,0,0
ENSG00000296061,0,0,1,1,0,0,1,3
ENSG00000296062,4,10,1,0,4,6,2,0
ENSG00000296063,0,0,46,21,0,0,57,13
ENSG00000296064,0,0,0,0,0,0,0,0
ENSG00000296065,4,5,0,0,0,4,0,0
ENSG00000296066,0,0,0,0,0,0,0,0
ENSG00000296067,0,0,0,0,0,2,0,0
ENSG00000296068,0,0,6,1,0,0,11,3
ENSG00000296069,0,0,0,0,0,0,0,0
ENSG00000296070,0,0,0,0,0,0,0,0
ENSG00000296071,0,0,0,0,0,0,0,0
ENSG00000296072,0,0,0,0,0,0,1,0
ENSG00000296073,1,4,0,0,0,1,0,0
ENSG00000296074,1,0,6,1,2,0,5,0
ENSG00000296075,0,0,0,0,0,0,0,0
ENSG00000296076,0,0,0,0,0,0,0,0
ENSG00000296077,0,0,0,0,0,0,0,0
ENSG00000296078,0,0,0,0,1,0,0,0
ENSG00000296079,0,0,0,0,0,1,1,0
ENSG00000296080,1,0,0,0,1,1,0,0
ENSG00000296081,0,0,0,0,0,0,1,0
ENSG00000296082,2,10,1,0,2,8,0,0
ENSG00000296083,0,0,0,0,0,0,0,0
ENSG00000296084,4,0,0,0,1,0,0,0
ENSG00000296085,4,2,0,0,4,7,0,0
ENSG00000296086,0,0,0,0,0,0,0,1
ENSG00000296087,0,0,0,0,0,0,0,0
ENSG00000296088,0,0,2,0,0,0,1,1
ENSG00000296089,0,0,0,0,0,0,0,0
ENSG00000296090,0,1,0,0,0,0,0,0
ENSG00000296091,0,0,0,0,0,0,0,0
ENSG00000296092,0,1,1,0,0,0,1,1
ENSG00000296093,0,0,0,0,0,0,0,0
ENSG00000296094,0,1,0,0,0,0,0,0
ENSG00000296095,0,12,0,0,3,1,0,0
ENSG00000296096,0,0,0,0,0,0,0,0
ENSG00000296097,0,0,0,0,0,0,0,0
ENSG00000296098,1,1,13,32,2,3,10,0
ENSG00000296099,0,0,0,0,0,1,0,0
ENSG00000296100,0,0,0,0,0,0,0,0
ENSG00000296101,7,40,0,0,14,23,0,0
ENSG00000296102,0,0,0,0,0,0,0,0
ENSG00000296103,0,0,0,0,0,0,0,0
ENSG00000296104,0,0,0,0,0,0,1,0
ENSG00000296105,0,0,0,0,0,0,0,0
ENSG00000296106,0,0,0,0,0,0,0,0
ENSG00000296107,0,0,0,0,0,0,0,0
ENSG00000296108,0,0,0,0,0,0,0,0
ENSG00000296109,0,0,0,0,0,0,0,0
ENSG00000296110,0,0,0,0,0,0,0,0
ENSG00000296111,0,0,0,0,0,0,0,0
ENSG00000296112,1,0,1,1,0,1,0,0
ENSG00000296113,0,1,0,0,1,0,0,0
ENSG00000296114,0,1,0,0,2,5,0,0
ENSG00000296115,0,0,0,0,0,0,0,0
ENSG00000296116,0,0,0,0,0,0,0,0
ENSG00000296117,0,0,0,0,0,0,0,0
ENSG00000296118,0,2,5,8,0,2,3,12
ENSG00000296119,0,0,0,0,0,0,0,0
ENSG00000296120,0,0,0,0,0,0,0,0
ENSG00000296121,0,0,0,0,0,0,0,0
ENSG00000296122,0,0,0,0,0,0,0,0
ENSG00000296123,0,0,0,1,0,0,0,1
ENSG00000296124,0,0,0,0,0,0,0,0
ENSG00000296125,0,0,0,0,0,0,0,0
ENSG00000296126,2,0,0,0,0,1,0,0
ENSG00000296127,0,0,0,0,0,0,0,0
ENSG00000296128,0,0,0,0,0,0,0,0
ENSG00000296129,0,0,0,0,0,0,0,0
ENSG00000296130,0,0,0,0,0,0,0,0
ENSG00000296131,0,0,0,0,0,0,4,0
ENSG00000296132,0,0,1,0,0,0,0,0
ENSG00000296133,0,0,0,0,0,0,0,0
ENSG00000296134,0,1,0,0,0,0,0,0
ENSG00000296135,0,0,1,0,0,0,0,0
ENSG00000296136,0,0,0,0,0,0,0,0
ENSG00000296137,0,0,0,0,1,1,1,1
ENSG00000296138,0,0,0,0,0,1,0,0
ENSG00000296139,0,0,0,0,0,0,0,0
ENSG00000296140,0,0,0,0,0,0,0,0
ENSG00000296141,0,0,0,0,0,0,1,0
ENSG00000296142,0,0,0,0,0,0,0,0
ENSG00000296143,0,0,0,0,0,0,0,0
ENSG00000296144,0,0,0,0,0,0,0,0
ENSG00000296145,0,0,0,0,0,0,0,0
ENSG00000296146,0,0,0,0,0,1,0,0
ENSG00000296147,33,91,8,2,15,76,2,2
ENSG00000296148,0,0,0,0,0,0,0,0
ENSG00000296149,0,0,0,0,0,0,0,0
ENSG00000296150,0,0,0,0,0,0,0,0
ENSG00000296151,0,2,1,5,2,0,2,0
ENSG00000296152,0,0,0,0,0,0,0,0
ENSG00000296153,0,0,0,0,0,0,0,14
ENSG00000296154,0,3,2,3,1,0,0,1
ENSG00000296155,0,0,0,0,0,0,0,0
ENSG00000296156,1,4,0,1,1,4,0,0
ENSG00000296157,0,0,0,0,0,0,1,0
ENSG00000296158,0,0,0,0,0,0,0,0
ENSG00000296159,1,0,5,4,1,3,1,0
ENSG00000296160,0,1,0,0,2,5,0,0
ENSG00000296161,0,0,0,0,0,0,0,0
ENSG00000296162,4,23,47,35,11,13,47,38
ENSG00000296163,0,0,1,0,4,1,1,0
ENSG00000296164,0,0,0,0,0,0,0,0
ENSG00000296165,0,0,0,0,0,0,0,0
ENSG00000296166,0,0,0,0,0,0,0,0
ENSG00000296167,0,1,0,0,0,0,0,0
ENSG00000296168,0,0,0,0,0,0,0,0
ENSG00000296169,0,0,0,0,0,0,0,0
ENSG00000296170,0,0,0,0,0,0,0,0
ENSG00000296171,0,0,0,1,1,0,0,0
ENSG00000296172,0,0,0,0,0,0,0,0
ENSG00000296173,0,2,85,86,0,1,63,22
ENSG00000296174,0,0,0,0,0,0,0,0
ENSG00000296175,0,0,3,0,0,0,2,0
ENSG00000296176,0,0,0,0,0,3,0,0
ENSG00000296177,0,0,0,0,0,0,0,0
ENSG00000296178,0,2,7,21,0,0,7,0
ENSG00000296179,0,0,1,0,0,0,0,0
ENSG00000296180,0,1,0,1,0,0,2,0
ENSG00000296181,0,0,0,0,0,0,0,0
ENSG00000296183,0,0,0,0,0,0,1,0
ENSG00000296184,0,0,0,0,0,0,0,0
